permit_number,app_year,species_code,lake_parent_name,lake_id,county,fk_PAR_ID,fk_Treatment_ID,pesticide_trade_name,supplier,,applicator_company_name,start_date,end_date,treatment_size,average_depth,rate_low,rate_high,rate_units,amount_total,amount_units,water_temp_low,water_temp_high,wind_speed_low,wind_speed_high,wind_direction,air_temp,temp_nos,grant_prgm ,PAR_comments
2020-0043,2020,CLP,Coon,2004200,Anoka,949,566,Tribune,"Syngenta Crop Protection, LLC",,PLM Lake and Land Management Corp.,5/13/2020,5/13/2020,29.11,5,2,2,gal/acre,58.22,gal,54.7,54.7,8,8,SE,50,,Y,
2017-1050,2020,CLP,Benton,41004300,Lincoln,971,2150,Sonar A.S.,SePro Corp.,,PLM Lake and Land Management Corp.,5/14/2020,5/14/2020,1034,8,0.0015,0.0015,gal/acre-ft,13,gal,51.5,51.5,4,4,W,53,,Y,Is the quantity and rate of pesticide correct? No permit number.
2017-0109,2020,CLP,Sakatah,40000200,Le Sueur,,,Aquathol K,United Phosphorus Inc.,,"Midwest Aqua Care, Inc.",5/14/2020,5/14/2020,1.5,4,,,,6,gal,57,57,5.7,5.7,NW,70,,Y,1 of 3
2017-0109,2020,CLP,Sakatah,40000200,Le Sueur,,,Aquathol K,United Phosphorus Inc.,,"Midwest Aqua Care, Inc.",5/14/2020,5/14/2020,3.1,4,,,,9.92,gal,57,57,5.1,5.1,NW,70,,Y,2 of 3
2017-0109,2020,CLP,Sakatah,40000200,Le Sueur,,,Aquathol K,United Phosphorus Inc.,,"Midwest Aqua Care, Inc.",5/14/2020,5/14/2020,10,6,,,,36,gal,57,57,5.9,5.9,NW,70,,Y,3 of 3
,2020,CLP,Beebe,86002300,Wright,238,2433,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/15/2020,5/15/2020,3.1,,1.75,1.75,ppm,27.7,gal,,,4,4,NW,,,Y,PAR 2/3
,2020,CLP,Beebe,86002300,Wright,239,2434,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/15/2020,5/15/2020,0.8,,2,2,ppm,7.66,gal,,,4,4,NW,,,Y,PAR 3/3
2018-0670,2020,CLP,Briggs,71014600,Sherburne,349,2543,Aquathol K,United Phosphorus Inc.,,"Lake Management, Inc.",5/15/2020,5/15/2020,2.8,5,3,3,gal/acre-ft,8.4,gal,,,6,6,N,54,,Y,1 ppm. PAR 2/5
2018-0670,2020,CLP,Briggs,71014600,Sherburne,350,2544,Aquathol K,United Phosphorus Inc.,,"Lake Management, Inc.",5/15/2020,5/15/2020,15.4,5,3,3,gal/acre-ft,46.2,gal,,,6,6,N,56,,Y,1 ppm. PAR 3/5
2018-0670,2020,CLP,Briggs,71014600,Sherburne,351,2545,Aquathol K,United Phosphorus Inc.,,"Lake Management, Inc.",5/15/2020,5/15/2020,3.9,5,3,3,gal/acre-ft,11.7,gal,,,7,7,N,58,,Y,PAR 4/5
2018-0670,2020,CLP,Briggs,71014600,Sherburne,352,2546,Aquathol K,United Phosphorus Inc.,,"Lake Management, Inc.",5/15/2020,5/15/2020,4.9,5,3,3,gal/acre-ft,14.7,gal,,,7,7,N,57,,Y,1 ppm. PAR 5/5
2020-0172,2020,CLP,Clearwater,86025200,Wright,379,2575,Aquathol K,United Phosphorus Inc.,,Lake Restoration,5/15/2020,5/15/2020,6.7,3,0.6,0.6,gal/acre-ft,12.06,gal,54,54,4,8,WNW,48,,Y,1 ppm. Sites 7A and 7C combined in cost; this is the PAR for 7C. Document lists 5/14 and 5/15 but all appear to be from the same date. 
2020-0172,2020,CLP,Clearwater,86025200,Wright,380,2576,Aquathol K,United Phosphorus Inc.,,Lake Restoration,5/15/2020,5/15/2020,5.8,5,0.6,0.6,gal/acre-ft,17.4,gal,55,55,4,8,WNW,48,,Y,1 ppm. Sites 7A and 7C combined in cost; this is the PAR for 7A. Document lists 5/14 and 5/15 but all appear to be from the same date. 
2020-0172,2020,CLP,Clearwater,86025200,Wright,381,2577,Aquathol K,United Phosphorus Inc.,,Lake Restoration,5/15/2020,5/15/2020,1,2.5,1.8,1.8,gal/acre-ft,4.5,gal,55,55,4,8,WNW,49,,Y,1 ppm. Site 8. Document lists 5/14 and 5/15 but all appear to be from the same date. 
2020-0172,2020,CLP,Clearwater,86025200,Wright,382,2578,Aquathol K,United Phosphorus Inc.,,Lake Restoration,5/15/2020,5/15/2020,6.8,2.5,0.6,0.6,gal/acre-ft,10.2,gal,55,55,1,3,WNW,50,,Y,1 ppm. Site 9. Document lists 5/14 and 5/15 but all appear to be from the same date. 
2019-3431,2020,CLP,Darling,21008000,Douglas,388,2584,Aquathol K,United Phosphorus Inc.,,Lake Restoration,5/15/2020,5/15/2020,3,8,1.8,1.8,gal/acre-ft,45.2,gal,55,55,2,2,N,61,,Y,3 ppm. PAR 3/3.
2019-3431,2020,CLP,Darling,21008000,Douglas,574,943,Aquathol K,United Phosphorus Inc.,,Lake Restoration,5/15/2020,5/15/2020,1,10,1.8,1.8,gal/acre-ft,18,gal,54,54,0,0,,61,,Y,"3 ppm. PAR 1/3. wind = ""calm"""
2018-0670,2020,CLP,Briggs,71014600,Sherburne,608,982,Aquathol K,United Phosphorus Inc.,,"Lake Management, Inc.",5/15/2020,5/15/2020,5,5,3,3,gal/acre-ft,15,gal,,,6,6,N,54,,Y,1 ppm. PAR 1/5
2018-0672,2020,CLP,Julia,71014500,Sherburne,609,983,Aquathol K,United Phosphorus Inc.,,"Lake Management, Inc.",5/15/2020,5/15/2020,8,5,1,1,ppm,24,gal,,,5,5,N,52,,Y,3 gal/acre ft
,2020,CLP,Beebe,86002300,Wright,1340,1200,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/15/2020,5/15/2020,10.6,,1.1,1.1,ppm,66.95,gal,,,4,4,NW,,,Y,PAR 1/3
2020-0172,2020,CLP,Clearwater,86025200,Wright,1379,1242,Aquathol K,United Phosphorus Inc.,,Lake Restoration,5/15/2020,5/15/2020,7,3,0.9,0.9,gal/acre-ft,18.9,gal,55,55,4,8,WNW,48,,Y,1 ppm. Site 7B. Document lists 5/14 and 5/15 but all appear to be from the same date. 
2019-3431,2020,CLP,Darling,21008000,Douglas,,,Aquathol K,United Phosphorus Inc.,,Lake Restoration,5/15/2020,5/15/2020,5,9,1.2,1.2,gal/acre-ft,54,gal,55,55,0,0,,61,,Y,"2 ppm. PAR 2/3. wind = ""calm"""
2017-1881,2020,CLP,Minnetonka,27013300,Hennepin,,,Tribune,"Syngenta Crop Protection, LLC",,PLM Lake and Land Management Corp.,5/15/2020,5/15/2020,27.3,5,2,2,gal/acre,54.6,gal,60,60,5,5,NNW,63,,Y,Carman Bay
2017-1037,2020,CLP,Minnetonka,27013303,Hennepin,,,Tribune,"Syngenta Crop Protection, LLC",,PLM Lake and Land Management Corp.,5/15/2020,5/15/2020,4.8,7.5,2,2,gal/acre,9.6,gal,58.9,58.9,9,9,NNW,57,,Y,Carsons Bay
2019-1617,2020,CLP,Minnetonka,27013300,Hennepin,,,Tribune,"Syngenta Crop Protection, LLC",,PLM Lake and Land Management Corp.,5/15/2020,5/15/2020,18.9,5,2,2,gal/acre,37.8,gal,57.4,57.4,7,7,NNW,63,,Y,Gideon Bay
2017-1044,2020,CLP,Minnetonka,27013313,Hennepin,,,Tribune,"Syngenta Crop Protection, LLC",,PLM Lake and Land Management Corp.,5/15/2020,5/15/2020,47.7,7,2,2,gal/acre,95.4,gal,58.4,58.4,9,9,NNW,57,,Y,North Arm
2017-0671,2020,CLP,Rush,71014700,Sherburne,,,Aquathol K,United Phosphorus Inc.,,"Lake Management, Inc.",5/15/2020,5/15/2020,20,5,1,1,ppm,60,gal,,,7,7,N,57,,Y,1 of 2
2017-0671,2020,CLP,Rush,71014700,Sherburne,,,Aquathol K,United Phosphorus Inc.,,"Lake Management, Inc.",5/15/2020,5/15/2020,4,5,1,1,ppm,12,gal,,,7,7,N,57,,Y,2 of 2
2017-1825,2020,CLP,Tetonka,40003100,Le Sueur,,,Aquathol K,United Phosphorus Inc.,,Lakescapes LLC,5/15/2020,5/15/2020,16.87,5,0.75,0.75,ppm,124.32,gal,,,5,5,N,,58,Y,PAR 1/8
2017-1825,2020,CLP,Tetonka,40003100,Le Sueur,,,Aquathol K,United Phosphorus Inc.,,Lakescapes LLC,5/15/2020,5/15/2020,5.12,4,0.75,0.75,ppm,9.216,gal,,,5,5,N,,58,Y,PAR 2/8
2017-1825,2020,CLP,Tetonka,40003100,Le Sueur,,,Aquathol K,United Phosphorus Inc.,,Lakescapes LLC,5/15/2020,5/15/2020,7.57,7,0.75,0.75,ppm,23.845,gal,,,5,5,N,,57,Y,PAR 3/8
2017-1825,2020,CLP,Tetonka,40003100,Le Sueur,,,Aquathol K,United Phosphorus Inc.,,Lakescapes LLC,5/15/2020,5/15/2020,1.8,5,0.75,0.75,ppm,4.05,gal,,,5,5,N,,58,Y,PAR 4/8
2017-1825,2020,CLP,Tetonka,40003100,Le Sueur,,,Aquathol K,United Phosphorus Inc.,,Lakescapes LLC,5/15/2020,5/15/2020,6.59,4,0.75,0.75,ppm,11.862,gal,,,3,3,N,,57,Y,PAR 5/8
2017-1825,2020,CLP,Tetonka,40003100,Le Sueur,,,Aquathol K,United Phosphorus Inc.,,Lakescapes LLC,5/15/2020,5/15/2020,3.61,4,0.75,0.75,ppm,6.498,gal,,,3,3,N,,58,Y,PAR 6/8
2017-1825,2020,CLP,Tetonka,40003100,Le Sueur,,,Aquathol K,United Phosphorus Inc.,,Lakescapes LLC,5/15/2020,5/15/2020,10.09,4,0.75,0.75,ppm,18.162,gal,,,3,3,N,,58,Y,PAR 7/8
2017-1825,2020,CLP,Tetonka,40003100,Le Sueur,,,Aquathol K,United Phosphorus Inc.,,Lakescapes LLC,5/15/2020,5/15/2020,7.09,4,0.75,0.75,ppm,12.762,gal,,,3,3,N,,58,Y,PAR 8/8
,2020,CLP,Eagle,71006700,Sherburne,391,2587,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/16/2020,5/16/2020,,,1,1,ppm,28.7,gal,,,4,4,NE,,,Y,PAR 2/8
,2020,CLP,Eagle,71006700,Sherburne,392,2588,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/16/2020,5/16/2020,6,,1,1,ppm,20.7,gal,,,5,5,NE,,,Y,PAR 3/8
,2020,CLP,Eagle,71006700,Sherburne,393,2589,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/16/2020,5/16/2020,6.5,,1,1,ppm,25.4,gal,,,5,5,NE,,,Y,PAR 4/8
,2020,CLP,Eagle,71006700,Sherburne,394,2590,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/16/2020,5/16/2020,5,,1,1,ppm,16,gal,,,5,5,NE,,,Y,PAR 5/8
,2020,CLP,Eagle,71006700,Sherburne,395,2591,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/16/2020,5/16/2020,5,,1,1,ppm,14.4,gal,,,5,5,NE,,,Y,PAR 6/8
,2020,CLP,Eagle,71006700,Sherburne,396,2592,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/16/2020,5/16/2020,4.5,,1,1,ppm,19.2,gal,,,6,6,NE,,,Y,PAR 7/8
,2020,CLP,Eagle,71006700,Sherburne,397,2593,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/16/2020,5/16/2020,6.5,,1,1,ppm,36.5,gal,,,6,6,NE,,,Y,PAR 8/8
2018-1228,2020,CLP,Eagle,71006700,Sherburne,1617,1292,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/16/2020,5/16/2020,7,6,1,1,ppm,26.8,gal,,,6,6,NE,,40,Y,PAR 1/8
2018-1228,2020,CLP,Eagle,71006700,Sherburne,,,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/16/2020,5/16/2020,6,7.5,1,1,ppm,28.7,gal,,,4,4,NE,,40,Y,PAR 2/8
2018-1228,2020,CLP,Eagle,71006700,Sherburne,,,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/16/2020,5/16/2020,6,6.5,1,1,ppm,20.7,gal,,,5,5,NE,,40,Y,PAR 3/8
2018-1228,2020,CLP,Eagle,71006700,Sherburne,,,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/16/2020,5/16/2020,6.5,7.25,1,1,ppm,25.4,gal,,,5,5,NE,,42,Y,PAR 4/8
2018-1228,2020,CLP,Eagle,71006700,Sherburne,,,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/16/2020,5/16/2020,5,4.5,1,1,ppm,16,gal,,,5,5,NE,,42,Y,PAR 5/8
2018-1228,2020,CLP,Eagle,71006700,Sherburne,,,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/16/2020,5/16/2020,5,5,1,1,ppm,14.4,gal,,,5,5,NE,,42,Y,PAR 6/8
2018-1228,2020,CLP,Eagle,71006700,Sherburne,,,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/16/2020,5/16/2020,4.5,6.7,1,1,ppm,19.2,gal,,,6,6,NE,,42,Y,PAR 7/8
2018-1228,2020,CLP,Eagle,71006700,Sherburne,,,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/16/2020,5/16/2020,6.5,8.8,1,1,ppm,36.5,gal,,,6,6,NE,,42,Y,PAR 8/8
2020-0140,2020,CLP,Middle Cullen,18037700,Crow Wing,,,Aquathol K,United Phosphorus Inc.,,"Clarke Aquatic Services, Inc.",5/18/2020,5/18/2020,2.98,8,1.5,1.5,ppm,23.84,gal,53,53,7,7,E,73,,Y,
2020-0141,2020,CLP,Upper Cullen,18037600,Crow Wing,,,Aquathol K,United Phosphorus Inc.,,"Clarke Aquatic Services, Inc. ",5/18/2020,5/18/2020,2,7.87,1.5,1.5,ppm,15.74,gal,53,53,7,7,NE,55,,Y,PAR 1/4
2020-0141,2020,CLP,Upper Cullen,18037600,Crow Wing,,,Aquathol K,United Phosphorus Inc.,,"Clarke Aquatic Services, Inc. ",5/18/2020,5/18/2020,4.79,7.8,1.5,1.5,ppm,37.36,gal,53,53,7,7,NE,55,,Y,PAR 2/4
2020-0141,2020,CLP,Upper Cullen,18037600,Crow Wing,,,Aquathol K,United Phosphorus Inc.,,"Clarke Aquatic Services, Inc. ",5/18/2020,5/18/2020,2.35,6.58,1.5,1.5,ppm,15.46,gal,53,53,7,7,NE,55,,Y,PAR 3/4
2020-0141,2020,CLP,Upper Cullen,18037600,Crow Wing,,,Aquathol K,United Phosphorus Inc.,,"Clarke Aquatic Services, Inc. ",5/18/2020,5/18/2020,1.67,6.16,1.5,1.5,ppm,10.29,gal,53,53,7,7,NE,55,,Y,PAR 4/4
2017-0820,2020,CLP,Cedar,86022700,Wright,1589,1260,Tribune,"Syngenta Crop Protection, LLC",,PLM Lake and Land Management Corp.,5/19/2020,5/19/2020,13.5,7.8,2,2,gal/acre,27,gal,57.3,57.3,8,8,E,64,,Y,
2020-0139,2020,CLP,Lower Cullen,18040300,Crow Wing,,,Aquathol K,United Phosphorus Inc. ,,"Clarke Aquatic Services, Inc. ",5/19/2020,5/19/2020,7.86,7.83,1,1,ppm,36.93,gal,52,52,5,5,E,55,,Y,PAR 1/5. 22.05 acres. 
2020-0139,2020,CLP,Lower Cullen,18040300,Crow Wing,,,Aquathol K,United Phosphorus Inc. ,,"Clarke Aquatic Services, Inc. ",5/19/2020,5/19/2020,4.58,6.8,1.5,1.5,ppm,31.14,gal,52,52,5,5,E,55,,Y,PAR 2/5. 22.05 acres. 
2020-0139,2020,CLP,Lower Cullen,18040300,Crow Wing,,,Aquathol K,United Phosphorus Inc. ,,"Clarke Aquatic Services, Inc. ",5/19/2020,5/19/2020,3.41,4.81,1.5,1.5,ppm,16.4,gal,52,52,5,5,E,55,,Y,PAR 3/5. 22.05 acres. 
2020-0139,2020,CLP,Lower Cullen,18040300,Crow Wing,,,Aquathol K,United Phosphorus Inc. ,,"Clarke Aquatic Services, Inc. ",5/19/2020,5/19/2020,2.88,9.04,1.5,1.5,ppm,26.04,gal,52,52,5,5,E,55,,Y,PAR 4/5. 22.05 acres. 
2020-0139,2020,CLP,Lower Cullen,18040300,Crow Wing,,,Aquathol K,United Phosphorus Inc. ,,"Clarke Aquatic Services, Inc. ",5/19/2020,5/19/2020,3.32,9.23,1.5,1.5,ppm,30.64,gal,52,52,5,5,E,55,,Y,PAR 5/5. 22.05 acres. 
2020-0140,2020,CLP,Middle Cullen,18037700,Crow Wing,,,Aquathol K,United Phosphorus Inc.,,"Clarke Aquatic Services, Inc.",5/19/2020,5/19/2020,1.38,9.02,1.5,1.5,ppm,12.45,gal,55,55,7,7,SE,71,,Y,PAR 1/5
2020-0140,2020,CLP,Middle Cullen,18037700,Crow Wing,,,Aquathol K,United Phosphorus Inc.,,"Clarke Aquatic Services, Inc.",5/19/2020,5/19/2020,2.42,8.37,1.5,1.5,ppm,20.26,gal,55,55,7,7,SE,71,,Y,PAR 2/5
2020-0140,2020,CLP,Middle Cullen,18037700,Crow Wing,,,Aquathol K,United Phosphorus Inc.,,"Clarke Aquatic Services, Inc.",5/19/2020,5/19/2020,1.34,7.5,1.5,1.5,ppm,10.05,gal,55,55,7,7,SE,71,,Y,PAR 3/5
2020-0140,2020,CLP,Middle Cullen,18037700,Crow Wing,,,Aquathol K,United Phosphorus Inc.,,"Clarke Aquatic Services, Inc.",5/19/2020,5/19/2020,1.25,6,1.5,1.5,ppm,7.5,gal,55,55,7,7,SE,71,,Y,PAR 4/5
2020-0140,2020,CLP,Middle Cullen,18037700,Crow Wing,,,Aquathol Super K,United Phosphorus Inc.,,"Clarke Aquatic Services, Inc.",5/19/2020,5/19/2020,3.8,6.95,1.5,1.5,ppm,120,lbs,55,55,7,7,SE,71,,Y,PAR 5/5
2017-1097,2020,CLP,Minnewashta,10000900,Carver,,,Dibrox,"Lake Restoration, Inc.",,Lake Restoration,5/19/2020,5/19/2020,7.6,5.5,2,2,gal/acre,15.2,gal,56,56,3,3,E,54,,Y,PAR 1/9
2017-1097,2020,CLP,Minnewashta,10000900,Carver,,,Dibrox,"Lake Restoration, Inc.",,Lake Restoration,5/19/2020,5/19/2020,3.6,5.6,2,2,gal/acre,7.2,gal,56,56,4,4,E,54,,Y,PAR 2/9
2017-1097,2020,CLP,Minnewashta,10000900,Carver,,,Dibrox,"Lake Restoration, Inc.",,Lake Restoration,5/19/2020,5/19/2020,3.2,5,2,2,gal/acre,6.4,gal,56,56,4,4,E,54,,Y,PAR 3/9
2017-1097,2020,CLP,Minnewashta,10000900,Carver,,,Dibrox,"Lake Restoration, Inc.",,Lake Restoration,5/19/2020,5/19/2020,2.4,7.5,2,2,gal/acre,4.8,gal,55,55,4,4,E,54,,Y,PAR 4/9
2017-1097,2020,CLP,Minnewashta,10000900,Carver,,,Dibrox,"Lake Restoration, Inc.",,Lake Restoration,5/19/2020,5/19/2020,4,5,2,2,gal/acre,8,gal,55,55,5,5,E,54,,Y,PAR 5/9
2017-1097,2020,CLP,Minnewashta,10000900,Carver,,,Dibrox,"Lake Restoration, Inc.",,Lake Restoration,5/19/2020,5/19/2020,1.5,9,2,2,gal/acre,3,gal,56,56,10,10,E,55,,Y,PAR 6/9
2017-1097,2020,CLP,Minnewashta,10000900,Carver,,,Dibrox,"Lake Restoration, Inc.",,Lake Restoration,5/19/2020,5/19/2020,3.7,4.25,2,2,gal/acre,7.2,gal,56,56,10,10,E,55,,Y,PAR 7/9 Math is a little funky for total chem with rate and area. 
2017-1097,2020,CLP,Minnewashta,10000900,Carver,,,Dibrox,"Lake Restoration, Inc.",,Lake Restoration,5/19/2020,5/19/2020,9.6,7.5,2,2,gal/acre,19.2,gal,56,56,6,6,E,55,,Y,PAR 8/9
2017-1097,2020,CLP,Minnewashta,10000900,Carver,,,Dibrox,"Lake Restoration, Inc.",,Lake Restoration,5/19/2020,5/19/2020,1,9.5,2,2,gal/acre,2,gal,56,56,3,3,E,55,,Y,PAR 9/9
2017-0620,2020,CLP,Quamba,33001500,Kanabec,,,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/19/2020,5/19/2020,10,3,1,1,ppm,19.4,gal,,,7,7,E,,65,Y,1 of 2
2017-0620,2020,CLP,Quamba,33001500,Kanabec,,,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/19/2020,5/19/2020,17.8,3.5,1.5,1.5,ppm,59.62,gal,,,6,8,NE,,65,Y,2 of 2
2020-0181,2020,CLP,Rice,2000800,Anoka,,,Dibrox,"Lake Restoration, Inc.",,Lake Restoration,5/19/2020,5/19/2020,23,4.5,1,1,gal/acre,23,gal,55,55,5,5,E,60,,Y,"Conversion from ppm to gallons used seems wrong. If ppm is accurate, should be more like 33.7 gallons used. PAR document contained permit aswell"
2018-1664,2020,CLP,West Sylvia,86027900,Wright,,,Aquathol K,United Phosphorus Inc. ,,Lake Restoration,5/19/2020,5/19/2020,0.51,5,5,5,ppm,7.65,gal,58,58,6,6,E,62,,Y,PAR 1/2
2018-1664,2020,CLP,West Sylvia,86027900,Wright,,,Aquathol K,United Phosphorus Inc. ,,Lake Restoration,5/19/2020,5/19/2020,0.79,7.5,5,5,ppm,11.85,gal,58,58,6,6,E,62,,Y,PAR 2/2
2018-1512,2020,CLP,Weaver,27011700,Hennepin,,,Tribune,"Syngenta Crop Protection, LLC",,PLM Lake and Land Management Corp.,5/19/2020,5/19/2020,9.9,5,2,2,gal/acre,19.8,gal,66,66,10,10,E,70,,Y,
2018-1015,2020,CLP,Green,30013600,Isanti,447,2643,Dibrox,"Lake Restoration, Inc.",,Lake Restoration,5/20/2020,5/20/2020,10.4,5,1.5,1.5,gal/acre,15.6,gal,58,58,7,7,E,63,,Y,PAR 2/4.
2018-1015,2020,CLP,Green,30013600,Isanti,448,2644,Dibrox,"Lake Restoration, Inc.",,Lake Restoration,5/20/2020,5/20/2020,14.8,5,1.5,1.5,gal/acre-ft,22.2,gal,58,58,7,7,E,63,,Y,PAR 3/4.
2018-1015,2020,CLP,Green,30013600,Isanti,449,2645,Dibrox,"Lake Restoration, Inc.",,Lake Restoration,5/20/2020,5/20/2020,9.7,4.5,1.5,1.5,gal/acre-ft,14.55,gal,58,58,7,7,E,65,,Y,PAR 4/4.
2018-1015,2020,CLP,Green,30013600,Isanti,979,599,Dibrox,"Lake Restoration, Inc.",,Lake Restoration,5/20/2020,5/20/2020,15.6,5,1.5,1.5,gal/acre,23.4,gal,58,58,7,7,E,65,,Y,PAR 1/4.
2018-0912,2020,CLP,Bass,86023400,Wright,1342,1202,Aquathol K,United Phosphorus Inc.,,Lake Restoration,5/20/2020,5/20/2020,6.06,8,1.2,1.2,gal/acre-ft,58.18,gal,60,60,5,8,SE,63,,Y,
2017-1072,2020,CLP,Platte,18008800,Crow Wing,,,Aquathol K,United Phosphorus Inc. ,,PLM Lake and Land Management Corp. ,5/20/2020,5/20/2020,43.2,9,0.75,0.75,gal/acre-ft,290.6,gal,60,60,5,10,SE,61,,Y,
2018-0543,2020,CLP,Fish Trap,49013700,Morrison,412,2608,Aquathol K,United Phosphorus Inc.,,Lake Restoration,5/21/2020,5/21/2020,1.68,8,1.25,1.25,gal/acre-ft,16.13,gal,57,57,3,8,SSE,50,,Y,2 ppm. PAR 2/6
2018-0543,2020,CLP,Fish Trap,49013700,Morrison,413,2609,Aquathol K,United Phosphorus Inc.,,Lake Restoration,5/21/2020,5/21/2020,1.33,8,1.25,1.25,gal/acre-ft,12.77,gal,57,57,6,11,SSE,58,,Y,2 ppm. PAR 3/6
2018-0543,2020,CLP,Fish Trap,49013700,Morrison,414,2610,Aquathol K,United Phosphorus Inc.,,Lake Restoration,5/21/2020,5/21/2020,1.09,8,1.25,1.25,gal/acre-ft,10.46,gal,58,58,0,3,SSE,58,,Y,2 ppm. PAR 4/6
2018-0543,2020,CLP,Fish Trap,49013700,Morrison,415,2611,Aquathol K,United Phosphorus Inc.,,Lake Restoration,5/21/2020,5/21/2020,1.11,8,1.25,1.25,gal/acre-ft,10.66,gal,58,58,4,10,SSE,58,,Y,2 ppm. PAR 5/6
2019-1328,2020,EWM,Long,82011800,Washington,,,Tribune,"Syngenta Crop Protection, LLC",,PLM Lake and Land Management Corp.,5/21/2020,5/21/2020,8.32,7,1.3,1.3,gal/acre,10.78,gal,63.5,63.5,7,7,SSE,61,,Y,2 pesticides listed for same PAR
2018-0543,2020,CLP,Fish Trap,49013700,Morrison,416,2612,Aquathol K,United Phosphorus Inc.,,Lake Restoration,5/21/2020,5/21/2020,1.58,8,1.25,1.25,gal/acre-ft,15.17,gal,58,58,5,9,SSE,58,,Y,2 ppm. PAR 6/6
2018-0543,2020,CLP,Fish Trap,49013700,Morrison,1377,1240,Aquathol K,United Phosphorus Inc.,,Lake Restoration,5/21/2020,5/21/2020,2.45,8,1.25,1.25,gal/acre-ft,23.52,gal,58,58,4,9,SSE,58,,Y,2 ppm. PAR 1/6
2017-0121,2020,CLP,Bolfing,73008800,Stearns,1625,1302,Aquathol K,United Phosphorus Inc.,,"Clarke Aquatic Services, Inc.",5/21/2020,5/21/2020,1,7,2,2,ppm,9.1,gal,61,61,5,5,SE,61,,Y,
2017-0123,2020,CLP,Great Northern,73008300,Stearns,1627,1304,Aquathol K,United Phosphorus Inc.,,"Clarke Aquatic Services, Inc.",5/21/2020,5/21/2020,1.7,4.9,2,2,ppm,10.83,gal,61,61,5,5,SE,61,,Y,
2017-0045,2020,CLP,Horseshoe,73015700,Stearns,1628,1305,Aquathol K,United Phosphorus Inc.,,"Clarke Aquatic Services, Inc.",5/21/2020,5/21/2020,5.4,3.1,2,2,ppm,21.76,gal,61,61,5,5,SE,61,,Y,
2017-0120,2020,CLP,Knaus,73008600,Stearns,1629,1306,Aquathol K,United Phosphorus Inc.,,"Clarke Aquatic Services, Inc.",5/21/2020,5/21/2020,4,5.5,2,2,ppm,28.6,gal,61,61,5,5,SE,61,,Y,
2017-0122,2020,CLP,Krays,73008700,Stearns,1630,1307,Aquathol K,United Phosphorus Inc.,,"Clarke Aquatic Services, Inc.",5/21/2020,5/21/2020,1.8,3.6,2,2,ppm,8.42,gal,61,61,5,5,SE,61,,Y,
2017-0047,2020,CLP,Long,73013900,Stearns,,,Aquathol K,United Phosphorus Inc.,,"Clarke Aquatic Services, Inc.",5/21/2020,5/21/2020,2,2.5,2,2,ppm,6.5,gal,61,61,5,5,SE,61,,Y,
2020-0185,2020,CLP,South Long,18013600,Crow Wing,,,Aquathol K,United Phosphorus Inc.,,Lake Restoration,5/21/2020,5/21/2020,0.6,7.5,5,5,ppm,16.2,gal,60,60,8.5,8.5,ESE,65,,Y,PAR 1/3
2020-0185,2020,CLP,South Long,18013600,Crow Wing,,,Aquathol K,United Phosphorus Inc.,,Lake Restoration,5/21/2020,5/21/2020,0.6,7.5,5,5,ppm,16.2,gal,60,60,7,7,ESE,65,,Y,PAR 2/3
2020-0185,2020,CLP,South Long,18013600,Crow Wing,,,Aquathol K,United Phosphorus Inc.,,Lake Restoration,5/21/2020,5/21/2020,5.8,7.5,2,2,ppm,52.2,gal,60,60,8,8,ESE,63,,Y,PAR 3/3
2017-039,2020,CLP,Schneider,73008200,Stearns,,,Aquathol K,United Phosphorus Inc.,,"Clarke Aquatic Services, Inc.",5/21/2020,5/21/2020,0.7,8.7,2,2,ppm,7.92,gal,61,61,5,5,SE,61,,Y,PAR 1/2
