DOW,LAKE_NAME,LakeAreaAcres,Percentage_15ft_LittoralZone,15ft_LittoralZone_Acres,ObservedLittoralZone_Acres,Percentage_ObservedLittoralZone,Depth_ObservedLittoralZone
29010102,Middle Crooked,254.417,84.13,254.42,236.35,78.16,8
29010103,West Crooked,132.657,49.17,132.66,132.66,49.17,15
29011000,Dead,54.102,41.41,54.10,54.10,41.41,15
29011701,Spider (NE/SW Bay),381.259,80.08,381.26,381.26,80.08,15
29011702,Spider (East Bay),44.282,42.96,44.28,44.28,42.96,15
29012700,Crappie,9.849,42.52,9.85,9.85,42.52,15
29013000,Twenty-One,28.396,79.32,28.40,28.40,79.32,15
29013100,Nelson,39.324,97.49,39.32,39.32,97.49,15
29014200,Duck,150.241,46.59,150.24,135.90,42.14,14
29014300,Big Stony,242.654,70.67,242.65,242.65,70.67,15
29014500,Round,44.389,99.25,44.39,44.39,99.25,15
29014600,Belle Taine,1007.016,69.84,1007.02,1153.71,80.01,26
29014800,Upper Bottle,172.473,37.56,172.47,172.47,37.51,15
29014900,Ojibway,132.5,72.67,132.50,132.50,72.67,15
29015000,Little Sand,163.162,39.84,163.16,198.50,48.47,20
29015101,Mantrap (East Basin),245.188,36.63,245.19,245.19,36.63,15
29015102,Mantrap (Middle Basin,456.18,63.27,456.18,456.18,63.27,15
29015103,Mantrap (Mirror Bay),7.415,100.00,7.41,7.41,100.00,15
29015104,Mantrap (West Arm),96.569,48.90,96.57,96.57,48.90,15
29015105,Mantrap (Home Bay),44.099,56.01,44.10,44.10,56.01,15
29015600,Plantagenet,970.975,38.37,970.98,970.98,38.37,15
29015700,Upper Twin,212.497,100.00,212.50,212.50,100.00,15
29016100,Long,698.842,36.28,698.84,698.84,36.28,15
29016200,Boulder,162.934,47.85,162.93,162.93,47.85,15
29016400,Sweitzer,113.517,100.00,113.52,113.52,100.00,15
29017000,Ida,46.655,62.64,46.65,46.65,62.64,15
29017200,Stocking,56.39,56.36,56.39,56.39,56.36,15
29017800,Pickerel,268.485,86.53,268.49,268.49,86.53,15
29018000,Lower Bottle,305.264,47.61,305.26,305.26,47.61,15
29018400,Blue,86.338,25.67,86.34,114.44,34.02,25
29018500,Big Sand,460.819,28.18,460.82,588.37,35.98,25
29018600,Emma,32.101,41.67,32.10,32.10,41.67,15
29018800,Gilmore,37.873,40.65,37.87,37.87,40.65,15
29020800,Bad Axe,303.26,41.22,125.00,41.22,125.00,15
29021500,Schoolcraft,112.466,65.99,112.47,112.47,65.99,15
29021600,George,504.705,61.12,504.71,504.71,61.12,15
29022400,McCarty,8.96,67.03,8.96,8.96,67.03,15
29022700,Evergreen,97.281,45.62,97.28,97.28,45.62,15
29023400,Minnie,43.839,58.19,43.84,43.84,58.19,15
29023700,Newman,17.167,37.81,17.17,17.17,37.81,15
29023900,Spearhead,72.813,37.47,72.81,72.81,37.47,15
29024100,Frontenac,177.348,84.61,177.35,177.35,84.61,15
29024200,Fish Hook,602.996,36.71,603.00,790.25,48.11,24
29024300,Potato,711.022,33.92,711.02,1082.39,51.64,24
29024600,Hennepin,417.608,100.00,417.61,417.61,100.00,15
29024700,Moran,100.629,100.00,100.63,100.63,100.00,15
29024800,Lord,55.323,89.64,55.32,55.32,89.64,15
29024900,Hinds,143.518,46.99,143.52,143.52,46.99,15
29025000,Portage,427.621,100.00,427.62,238.12,55.69,9.9
29025400,Island,221.707,41.51,221.71,231.12,43.27,16
29025600,Eagle,170.1,40.16,170.10,200.39,47.31,19
29027500,Blacksmith,19.95,51.76,19.95,19.95,51.76,15
29027700,Coon,69.059,72.82,69.06,69.06,72.82,15
29028900,Mary,20.136,35.94,20.14,20.14,35.94,15
29030000,Hattie,197.645,55.00,197.65,197.65,55.00,15
29030100,Beauty,65.822,100.00,65.82,65.82,100.00,15
29030900,LaSalle,30.643,12.88,30.64,30.64,12.88,15
29031000,Brush,77.973,97.91,77.97,77.97,97.91,15
29031200,Cedar,57.142,55.30,57.14,57.14,55.30,15
29031300,Little Mantrap,218.678,57.17,218.68,218.68,57.17,15
30000900,Typo,298.153,100.00,298.15,187.20,62.79,4
30002200,Skogman,129.77,58.78,129.77,96.09,43.52,9.1
30003500,Florence,120.203,88.59,120.20,120.20,88.59,15
30003600,Elms,41.802,81.01,40.80,38.02,10.00,10
30004300,Fannie,268.229,77.31,268.23,227.86,65.68,10
30004400,Little Stanchfield,150.063,100.00,150.06,42.75,28.49,3
30006200,Adams,6.58,54.96,6.58,6.58,54.96,15
30007200,Long,381.576,100.00,381.58,372.26,97.56,8
30008000,Francis,270.419,99.85,270.42,24.52,9.05,2
30009600,Lory,211.505,98.75,211.51,136.73,63.84,8
30010700,Blue,295.99,45.27,134.00,45.27,134.00,15
30010701,Blue (North Bay),31.718,100.00,31.72,31.72,100.00,15
30010702,Blue (South Bay),106.096,45.87,106.10,106.10,45.87,15
30011400,Baxter,88.454,100.00,88.45,88.45,100.00,15
30013500,Spectacle,170.287,70.37,170.29,166.09,68.63,14
30013600,Green,357.1,42.88,357.10,135.24,16.24,5
30013800,South Stanchfield,370.372,92.01,370.37,370.37,92.01,15
30014300,North Stanchfield,155.304,100.00,155.30,155.30,100.00,15
31000100,Long,54.34,40.95,54.34,54.34,40.95,15
31000300,South Sturgeon,46.497,22.74,46.50,46.50,22.74,15
31001600,Pancake,59.773,43.37,59.77,59.77,43.37,15
31002200,Little Island,63.418,50.96,63.42,63.42,50.96,15
31002300,Helen,86.444,53.03,86.44,86.44,53.03,15
31002800,Beauty,152.42,70.53,152.42,152.42,70.53,15
31005100,Stingy,157.511,43.60,157.51,157.51,43.60,15
31005800,Beatrice,85.378,68.97,85.38,91.43,73.86,16
31006701,Swan (West Bay),324.972,92.44,324.97,324.97,92.44,15
31006702,Swan (Main Basin),390.871,18.47,390.87,390.87,18.47,15
31008400,Shallow,278.888,51.75,278.89,278.89,51.75,15
31015400,Hartley,89.998,30.94,90.00,90.00,30.94,15
31015700,Bear,271.683,78.92,271.68,59.13,17.18,5.5
31015800,Thistledew,82.817,25.78,82.82,82.82,25.78,15
31016000,Mirror,53.05,48.62,53.05,53.05,48.62,15
31018300,Five Island,142.571,64.18,142.57,142.57,64.18,15
31019000,North Twin,69.746,29.09,69.75,69.75,29.09,15
31019100,South Twin,54.443,32.60,54.44,62.44,37.38,16
31019300,Crooked,213.033,45.83,213.03,213.03,45.83,15
31019600,Poplar,24.328,21.66,24.33,24.33,21.66,15
31019700,Battle,243.318,100.00,243.32,175.37,72.08,11
31021600,Trout,432.17,23.21,432.17,553.14,29.71,24
31023100,Lawrence,355.24,81.35,355.24,355.24,81.35,15
31023800,Lower Lawrence,123.117,81.10,123.12,123.12,81.10,15
31025500,Snaptail,76.272,43.11,76.27,76.27,43.11,15
31025900,Balsam,299.726,41.94,299.73,299.73,41.94,15
31026000,White Swan,136.221,82.35,136.22,136.22,82.35,15
31026800,Round,219.956,47.78,219.96,211.29,45.90,14
31028100,Wasson,265.587,59.05,265.59,265.59,59.05,15
31028900,Lost,45.417,51.29,45.42,45.42,51.29,15
31029200,Owen,209.927,78.41,209.93,209.93,78.41,15
31031600,Bass,36.117,29.68,36.12,36.12,29.68,15
31031700,Larson,63.162,30.28,63.16,74.59,35.76,20
31031800,Coon,258.019,74.84,258.02,258.02,74.84,15
31032000,Wilson,51.006,55.65,51.01,51.01,55.65,15
31033200,Little Bass,13.017,50.47,13.02,13.02,50.47,15
31033400,Deer,1413.354,76.21,1413.35,1346.82,72.62,12
31033900,Pickerel,104.867,43.52,104.87,69.25,28.74,9
31034900,Antler,73.887,30.92,73.89,73.89,30.92,15
31035000,Anderson,189.912,62.33,189.91,189.91,62.33,15
31035300,Split Hand,567.357,41.45,567.36,567.36,41.45,15
31036100,Hale,103.968,82.82,103.97,103.97,82.82,15
31037000,McKinney,105.6,93.75,99.00,93.75,99.00,15
31037300,Hale,35.325,27.10,35.33,35.33,27.10,15
31037400,Forest,15.415,41.32,15.41,15.41,41.32,15
31038400,Prairie,905.607,79.46,905.61,905.61,79.46,15
31038401,Lower Prairie,146.188,72.09,146.19,146.19,72.09,15
31039200,Wabana,861.322,38.78,861.32,1019.99,45.92,18
31039500,Bluewater,75.055,20.88,75.06,75.06,20.88,15
31039900,Little Wabana,36.581,31.61,36.58,36.58,31.61,15
31040200,Clearwater,51.386,67.51,51.39,51.39,67.51,15
31040600,Island,49.891,68.90,49.89,49.89,68.90,15
31040700,Hay,24.619,43.54,24.62,24.62,43.54,15
31041000,Trout,397.393,22.80,397.39,740.74,42.50,33
31041600,Black Island,80.777,67.69,80.78,80.78,67.69,15
31041700,Nose,61.808,54.02,61.81,61.81,54.02,15
31042200,Ruby,78.696,33.42,78.70,99.14,42.11,21
31045400,Eagle,120.408,42.20,120.41,120.41,42.20,15
31046000,East,96.652,50.31,96.65,96.65,50.31,15
31046300,Fox,180.616,68.50,180.62,180.62,68.50,15
31046600,Horseshoe,55.639,39.00,55.64,55.64,39.00,15
31047000,Unnamed (Nickel),6.569,46.24,6.57,6.57,46.24,15
31048000,Gunn,177.397,46.17,177.40,177.40,46.17,15
31048100,Highland,62.354,59.17,62.35,62.35,59.17,15
31049000,Elizabeth,90.483,46.93,90.48,90.48,46.93,15
31050200,Slauson,47.335,44.85,47.33,47.33,44.85,15
31051400,Brush Shanty,74.706,50.08,74.71,74.71,50.08,15
31052401,Coon-Sandwick (Coon),277.869,73.13,277.87,277.87,73.13,15
31052402,Coon-Sandwick (Sand),197.963,92.41,197.96,197.96,92.41,15
31053000,Busties,152.337,62.14,152.34,152.34,62.14,15
31053201,Pokegama (Main Bay),1981.401,35.09,1981.40,1981.40,35.09,15
31053202,Pokegama (Wendigo),331.282,29.45,331.28,331.28,29.45,15
31053300,Blandin,362.792,73.91,362.79,362.79,73.91,15
31053400,Shoal,675.838,100.00,675.84,675.84,100.00,15
31053800,Spider,767.264,55.03,767.26,767.26,55.03,15
31054000,Clubhouse,92.373,34.82,92.37,116.78,44.02,22
31054200,Three Island,90.808,36.07,90.81,90.81,36.07,15
31054300,Crooked,105.467,76.58,105.47,105.47,76.58,15
31054400,Cameron,34.212,53.61,34.21,34.21,53.61,15
31054700,Smith,35.981,83.22,35.98,35.98,83.22,15
31055100,Dinner Pail,21.558,45.61,21.56,21.56,45.61,15
31055400,Siseebakwet,272.185,22.49,272.19,272.19,22.49,15
31055500,South Sugar,45.378,48.58,45.38,47.37,50.71,16
31056500,Jay Gould,305.543,69.47,305.54,290.20,65.98,14
31056600,Little Jay Gould,75.502,50.79,75.50,75.50,50.79,15
31057500,Little Bass,56.818,35.30,56.82,62.21,38.66,17
31057600,Bass,1406.782,51.84,1406.78,1243.52,45.83,11
31058600,Johnson,121.881,26.77,121.88,121.88,26.77,15
31061600,East Smith,92.729,60.86,92.73,92.73,60.86,15
31062000,Caribou,48.93,19.84,48.93,48.93,19.84,15
31062200,Dead Horse,64.719,61.47,64.72,52.04,49.43,12
31062300,Boy,28.862,67.33,28.86,28.86,67.33,15
31062400,Grave,321.457,61.12,321.46,443.08,84.24,24
31065300,North Star,257.36,30.93,257.36,257.36,30.93,15
31065600,Big Dick,160.945,62.01,160.94,160.94,62.01,15
31065701,Jack the Horse (North),58.427,56.49,58.43,58.43,56.49,15
31065702,Jack the Horse (South),171.595,65.99,171.60,171.60,65.99,15
31066300,Forest,31.35,80.14,31.35,31.35,80.14,15
31066500,Little North Star,31.243,56.77,31.24,31.24,56.77,15
31066600,Unnamed,36.771,28.78,36.77,36.77,28.78,15
31067000,Big Ole,126.155,57.51,126.16,126.16,57.51,15
31067100,Big Island,207.209,78.31,207.21,207.21,78.31,15
31068700,Johnson,97.014,31.87,97.01,111.24,36.55,18
31069000,Aspen,67.62,93.06,67.62,67.62,93.06,15
31069600,Horseshoe,232.603,89.39,232.60,232.60,89.39,15
31070500,Lundeen,50.71,59.77,50.71,50.71,59.77,15
31070600,Mike,107.568,98.51,107.57,107.57,98.51,15
31070700,Rice,31.09,99.45,31.09,31.09,99.45,15
31071000,Connors,84.193,59.39,84.19,84.19,59.39,15
31071700,Rice,259.132,30.01,259.13,259.13,30.01,15
31071900,Deer,900.318,21.99,900.32,900.32,21.99,15
31072200,Moose,359.047,28.19,359.05,359.05,28.19,15
31072500,Turtle,617.021,28.62,617.02,617.02,28.62,15
31072600,Bello,314.083,59.32,314.08,314.08,59.32,15
31072700,Grass,99.91,83.58,99.91,99.91,83.58,15
31074900,Chase,68.661,32.49,68.66,68.66,32.49,15
31075800,Little Bowstring,124.283,38.06,124.28,117.56,36.00,14
31076900,Twin,15.884,68.25,15.88,15.88,68.25,15
31077100,Hatch,41.924,17.57,41.92,41.92,17.57,15
31077300,Maple,92.895,36.13,92.90,92.90,36.13,15
31077500,No-ta-she-bun,88.716,37.10,88.72,88.72,37.10,15
31077800,Little Too Much,39.071,49.76,39.07,39.07,49.76,15
31077900,Little Turtle,231.362,47.72,231.36,231.36,47.72,15
31078100,Long,73.47,47.22,73.47,73.47,47.22,15
31078400,Little Jessie,195.107,31.07,195.11,195.11,31.07,15
31078600,Jessie,465.34,26.74,465.34,434.38,24.96,13
31078800,La Croix,85.29,60.15,85.29,85.29,60.15,15
31078900,Spring,55.062,41.73,55.06,55.06,41.73,15
31079100,Peterson,121.654,74.78,121.65,119.75,73.61,14
31079300,Big Too Much,91.184,31.18,91.18,128.95,44.09,21
31079700,Little Spring,135.58,100.00,135.58,135.58,100.00,15
31080300,Trestle,44.548,40.04,44.55,44.55,40.04,15
31080900,Crooked,49.618,47.76,49.62,49.62,47.76,15
31081200,Ball Club,1091.004,28.38,1091.00,1091.00,28.38,15
31081300,Bowstring,4892.817,51.35,4892.82,4892.82,51.35,15
31081400,Four Towns,277.12,100.00,277.12,277.12,100.00,15
31082400,Portage,34.347,53.70,34.35,34.35,53.70,15
31082600,Sand,1923.657,44.43,1923.66,1923.66,44.43,15
31082900,Cedar,73.729,41.44,73.73,73.73,41.44,15
31083400,Bird's Eye,42.783,53.31,42.78,42.78,53.31,15
31083600,Little Whitefish,160.062,99.79,160.06,160.06,99.79,15
31084300,Whitefish,263.685,46.76,263.69,376.31,66.74,18
31084500,Clear,65.324,46.53,65.32,65.32,46.53,15
31085000,Little Winnibigoshish,350.151,37.04,350.15,350.15,37.04,15
31085300,Little Sand,221.502,62.78,221.50,221.50,62.78,15
31085701,Cut Foot Sioux(Main Bay),849.755,35.73,849.75,849.75,35.73,15
31085702,Cut Foot Sioux(East Bay),395.203,98.36,395.20,395.20,98.36,15
31087400,Alice,11.273,27.75,11.27,11.27,27.75,15
31087600,Rice,774.911,91.08,774.91,774.91,91.08,15
31087700,Natures,2250.246,98.22,2250.25,2250.25,98.22,15
31088200,Dora,428.826,99.55,428.83,428.83,99.55,15
31089600,Round,1948.408,68.12,1948.41,1948.41,68.12,15
31089800,Moose,129.776,31.48,129.78,129.78,31.48,15
31090400,Dunbar,175.247,65.46,175.25,82.07,30.65,8
31091000,Shallow Pond,224.724,99.81,224.72,224.42,99.67,10
31091300,Island,1202.92,38.70,1202.92,1202.92,38.70,15
31091700,Hendrickson,95.908,93.08,95.91,95.91,93.08,15
31092100,Dixon,480.003,77.06,480.00,390.63,62.72,10
31093400,Decker,324.632,100.00,324.63,324.63,100.00,15
31128000,Lind Pit,9.633,11.53,9.63,9.63,11.53,15
32001700,Independence,98.829,100.00,98.83,26.57,26.89,8
32001800,Fish,128.153,43.13,128.15,38.67,13.02,4
32001900,Summit,16.343,100.00,16.34,16.34,100.00,15
32002000,Loon,707.667,99.89,707.67,57.43,8.11,3
32002200,Clear,434.152,100.00,434.15,26.85,6.19,4
32002400,Little Spirit,624.268,100.00,624.27,249.01,39.89,4
32004500,Flahtery,457.32,100.00,457.32,457.32,100.00,15
32005800,Timber,191.32,100.00,191.32,61.33,32.06,4.5
32006900,Round,929.831,100.00,929.83,110.34,11.87,3.5
33000100,Eleven,314.527,100.00,314.53,174.50,55.48,8
33000900,Pomroy,410.384,99.30,410.38,202.38,48.97,6
33001500,Quamba,226.374,100.00,226.37,80.22,35.44,5
33002600,Snowshoe,44.654,100.00,44.65,44.65,100.00,15
33002800,Knife,1259.215,100.00,1259.21,177.06,14.06,5
33003200,Lewis,80.875,45.45,80.88,77.83,43.74,14.4
33003500,Kent,34.476,100.00,34.48,34.48,100.00,15
33003600,Fish,505.758,99.78,505.76,234.78,46.32,3.2
33004000,Ann,591.811,90.57,591.81,336.40,51.48,5.5
34002202,Elizabeth (Main Lake),1023.452,95.05,1023.45,1023.45,95.05,15
34003200,Carrie,63.48,69.57,63.48,64.84,71.05,15.5
34003300,Ella,150.456,100.00,150.46,22.49,14.95,0.5
34004400,Diamond,649.45,40.42,649.45,694.35,43.21,16
34006200,Calhoun,647.104,100.00,647.10,647.10,100.00,13
34006600,Long,154.016,47.62,154.02,213.60,66.04,24
34007200,Lillian,1146.851,100.00,1146.85,1021.56,89.08,5
34007900,Green,2119.753,38.12,2119.75,3380.74,60.80,35
34008600,Big Kandiyohi,1445.097,51.84,1445.10,763.89,27.40,9.5
34011600,Henderson,31.489,41.81,31.49,38.00,50.45,19
34011900,Elkhorn,38.161,48.32,38.16,43.44,54.99,20
34014200,George,113.706,49.84,113.71,148.38,65.04,20
34015400,Nest,577.166,57.26,577.17,558.19,55.38,14
34016903,"Wakanda, Lake (Main Basin",1588.751,100.00,1588.75,1436.18,90.40,11
34017100,Eagle,294.694,34.69,294.69,391.50,46.09,22
34017200,Ringo,733.126,98.74,733.13,733.13,98.74,7
34018000,Willmar,446.856,100.00,446.86,66.17,14.81,4
34018100,Foot,662.68,95.69,662.68,692.55,100.00,33.3
34019200,Long,1463.382,91.73,1463.38,1463.38,91.73,15
34019300,Point,141.271,81.28,141.27,151.24,87.01,16
34019600,Skataas,204.335,100.00,204.34,204.34,100.00,15
34020600,Andrew,255.324,34.70,255.32,350.74,47.66,19
34021700,Florida,278.964,40.20,278.96,395.59,57.01,23
34022400,Games,247.819,47.56,247.82,267.21,51.28,16
34024500,West Solomon,513.044,97.12,513.04,513.04,97.12,15
34024600,East Solomon,657.706,99.88,657.71,590.53,89.68,12
34025100,Norway,2106.345,90.83,2106.35,2149.69,92.70,16
34028300,Saint Johns,200.764,100.00,200.76,200.76,100.00,15
34029400,Lindgren,59.816,99.53,59.82,59.82,99.53,15
34029700,West Lindgren,69.548,100.00,69.55,69.55,100.00,15
34032100,Swenson,108.263,100.00,108.26,44.51,41.11,10
35000300,Bronson,200.788,61.43,200.79,81.91,25.06,6
36001100,Clear,60.458,72.11,60.46,60.46,72.11,15
36001400,Dark,86.231,73.95,86.23,86.23,73.95,15
37004601,Lac Qui Parle (S.E. Bay),3696.664,98.75,3696.66,3696.66,98.75,15
37004602,Lac Qui Parle (N.W. Bay),2154.554,99.87,2154.55,2154.55,99.87,15
38002000,East,77.175,94.49,77.17,39.42,48.26,8
38002401,Crooked (East Bay),148.21,86.30,148.21,148.21,86.30,15
38002402,Crooked (West Bay),100.136,100.00,100.14,100.14,100.00,15
38002800,Echo,11.074,26.31,11.07,11.07,26.31,15
38003300,Ninemile,289.174,97.45,289.17,289.17,97.45,15
38004700,Wilson,245.211,37.71,245.21,356.66,54.85,22
38004800,Harriet,191.277,68.77,191.28,191.28,68.77,15
38005100,Little Wilson,48.153,87.24,48.15,34.85,63.13,9
38006000,Whitefish,195.779,56.67,195.78,233.10,67.47,21
38006800,Windy,203.949,44.73,203.95,203.95,44.73,15
38021100,Ottertrack,264.341,23.08,264.34,264.34,23.08,15
38021900,Silver Island,1237.336,99.88,1237.34,544.39,43.94,6
38022000,Perent,1202.937,72.06,1202.94,1202.94,72.06,15
38022300,Beaver,89.652,39.79,89.65,89.65,39.79,15
38023000,Nicado,13.196,95.93,13.20,9.61,69.89,6
38023100,Tetagouche,66.558,100.00,66.56,66.56,100.00,15
38025600,Divide,41.504,70.10,41.50,31.33,52.92,12
38029200,Section 29,82.75,82.46,82.75,46.38,46.22,6
38033000,Alice,405.207,26.18,405.21,405.21,26.18,15
38033600,Amber,65.508,53.79,65.51,65.51,53.79,15
38035100,Thomas,469.144,29.76,469.14,469.14,29.76,15
38037200,Fraser,209.913,28.92,209.91,209.91,28.92,15
38039300,Dumbbell,188.136,47.63,188.14,139.40,35.29,10
38039600,Isabella,981.624,72.81,981.62,502.65,37.28,7
38040600,Lax,200.377,68.50,200.38,142.78,48.81,10
38040800,Bear,4.765,26.08,4.76,4.76,26.08,15
38040900,Bean,17.856,56.75,17.86,15.15,48.14,10
38051600,Ahsub,22.52,37.33,22.52,22.52,37.33,15
38052900,Snowbank,1273.97,27.37,1273.97,1273.97,27.37,15
38053900,Cloquet,174.535,99.41,174.53,170.74,97.24,6
38055400,Gander,116.897,100.00,116.90,116.90,100.00,15
38057300,Gegoka,143.586,98.94,143.59,143.59,98.94,7
38064200,Wind,615.707,64.76,615.71,615.71,64.76,15
38065600,Greenwood,1329.185,100.00,1329.19,412.63,31.04,4
38066400,Dunnigan,79.675,99.84,79.67,46.68,58.50,8
38066500,Gypsy,14.861,99.23,14.86,7.70,51.44,6
38067400,East Chub,62.503,99.88,62.50,61.71,98.60,7.5
38068600,North McDougal,272.843,100.00,272.84,38.91,14.26,4
38069100,August,219.302,95.90,219.30,97.97,42.84,6
38071201,Glacier Pond 1,15.478,85.05,15.48,15.48,85.05,15
38073500,Sand,486.205,99.75,486.20,193.58,39.72,5
38074400,Stewart,237.106,92.14,237.11,237.11,92.14,15
38075000,Christianson,150.131,100.00,150.13,150.13,100.00,15
38075100,Thomas,141.624,99.69,141.62,37.28,26.24,6
38077800,South Farm,299.021,53.02,299.02,136.88,24.27,6
38077900,Farm,435.267,33.69,435.27,200.85,15.55,6
38078200,Garden,297.214,45.49,297.21,140.66,21.53,6
38078400,Newton,334.878,65.24,334.88,334.88,65.24,15
38081000,Cedar,165.423,35.32,165.42,117.47,25.08,8
38081100,Fall,1213.134,54.03,1213.13,395.71,17.62,4
38090900,Jouppi,4.014,71.49,4.01,1.35,23.96,5
40000100,Horseshoe,316.616,76.00,316.62,151.27,36.31,7
40000200,Upper Sakatah,899.567,99.79,899.57,417.21,46.28,6
40000900,Sunfish,80.426,66.41,80.43,58.89,48.63,10
40001400,Sabre,258.11,100.00,258.11,62.87,24.36,4
40002000,Greenleaf,269.694,89.39,269.69,269.69,89.39,15
40003100,Tetonka,551.224,40.63,551.22,421.08,31.04,10
40003200,Gorman,521.104,100.00,521.10,102.45,19.66,4
40003300,Volney,124.119,46.13,124.12,101.20,37.61,10
40003900,Roemhildts,28.537,40.03,28.54,30.18,42.33,16
40004400,Steele,58.552,77.13,58.55,36.47,48.04,6
40005100,Fish,33.082,42.74,33.08,34.50,44.57,16
40005600,Rays,151.1,89.44,151.10,104.76,62.01,7
40005700,Frances,568.074,65.11,568.07,484.78,55.56,12
40006300,German,522.414,65.99,522.41,406.38,51.33,12
40007900,Clear,208.52,74.50,208.52,171.37,61.23,12
40009201,East Jefferson,331.516,51.11,331.52,275.17,42.43,12
40009202,West Jefferson,348.682,79.46,348.68,263.78,60.11,10
40009203,Swede's Bay,509.047,98.51,509.05,509.05,98.51,6
40009204,Middle Jefferson,654.932,98.60,654.93,216.66,32.62,4
40010900,Scotch,598.199,100.00,598.20,598.20,100.00,11
40011700,Washington,1131.369,74.46,1131.37,1003.31,66.03,12
40012400,Emily,219.862,73.85,219.86,155.98,52.39,7
41002100,Dead Coon,547.067,100.00,547.07,547.07,100.00,15
41004300,Benton,2649.413,100.00,2649.41,279.36,10.54,5
41006700,Perch,227.453,100.00,227.45,162.10,71.27,6.5
41008900,Shaokotan,996.264,99.84,996.26,996.26,99.84,15
41011000,Hendricks,1521.682,100.00,1521.68,387.70,25.48,5
42000200,School Grove,348.66,100.00,348.66,234.38,67.22,7
42001400,Cottonwood,382.592,100.00,382.59,362.51,94.75,7
42002000,Lady Slipper,284.458,100.00,284.46,259.03,91.06,8
42004700,Yankton,402.962,100.00,402.96,48.86,12.12,3
42005200,Rock,379.125,99.98,379.12,44.29,11.68,3
42005500,Clear,65.539,100.00,65.54,3.91,5.97,2
42007000,East Twin,95.921,26.91,95.92,41.78,11.72,8
42009300,Goose,149.737,100.00,149.74,149.74,100.00,2
42009600,Island,141.592,94.36,141.59,102.59,68.36,5
42014600,Swift,6.385,100.00,6.39,6.39,100.00,15
43001200,Winsted,382.443,100.00,382.44,65.07,17.01,3
43003400,Silver,452.716,100.00,452.72,452.72,100.00,15
43007300,Hook,309.367,91.21,309.37,148.82,43.88,5
43008400,Marion,524.059,99.48,524.06,524.06,99.48,15
43008500,Otter,641.783,99.46,641.78,641.78,99.46,15
43010400,Stahl's,75.569,55.51,75.57,53.86,39.56,8
43011500,Cedar,1860.015,97.54,1860.01,1860.01,97.54,9
44000100,Roy,592.524,86.01,592.52,592.52,86.01,15
44000300,Tulaby,316.215,38.00,316.22,365.02,43.87,20
44000600,Bass,351.834,51.07,351.83,502.23,72.90,20
44001400,South Twin,585.976,51.92,585.98,628.17,55.66,16
44002300,North Twin,956.859,99.93,956.86,956.86,99.93,15
44003800,Island,338.121,53.25,338.12,338.12,53.25,15
44004500,Snider,270.637,43.32,270.64,270.64,43.32,15
44007800,Wadena,26.502,100.00,26.50,26.50,100.00,15
44008000,McCraney,102.392,38.75,102.39,102.39,38.75,15
44011100,Buresh,36.145,45.10,36.15,36.15,45.10,15
44016900,Little Vanose,127.913,89.93,127.91,127.91,89.93,15
45000100,Thief,6896.161,100.00,6896.16,6896.16,100.00,15
45011900,Unnamed (Florian Pk Res.),47.381,97.26,47.38,47.38,97.26,15
46001200,Imogene,185.63,100.00,185.63,185.63,100.00,15
46001400,Wilmert,363.894,100.00,363.89,176.01,48.37,6
46001600,North Silver,207.936,100.00,207.94,207.94,100.00,15
46002000,South Silver,146.363,58.80,146.36,138.54,55.66,14
46002400,George,83.165,100.00,83.16,19.00,22.85,3.5
46002500,Sisseton,109.492,78.38,109.49,34.59,24.76,5
46003000,Budd,111.436,48.90,111.44,26.82,11.77,4
46003100,Hall,500.727,91.29,500.73,67.36,12.28,4
46003400,Amber,115.778,63.59,115.78,11.42,6.27,4
46009600,Clear,267.336,100.00,267.34,33.46,12.52,3
46010900,Fox,859.985,89.52,859.98,141.55,14.74,3
46011100,Clam,71.129,100.00,71.13,71.13,100.00,7
46012100,Cedar,706.858,100.00,706.86,199.99,28.29,3
46013300,Big Twin,460.735,99.98,460.74,58.06,12.60,3
46014500,Fish,155.627,100.00,155.63,11.07,7.11,2
47000200,Francis,801.277,78.17,801.28,905.75,88.36,16
47001500,Jennie,1064.033,100.00,1064.03,440.02,41.35,8
47002300,Arvilla,137.848,100.00,137.85,137.85,100.00,15
47002500,Little Swan,25.649,48.90,25.65,22.14,42.21,13
47002600,Long,113.606,67.65,113.61,85.84,51.12,10
47003200,Spring,156.246,77.04,156.25,42.73,21.07,3
47003800,Big Swan,382.144,55.10,382.14,157.01,22.64,5
47004200,Betty,94.267,61.35,94.27,27.76,18.07,3
47004600,Washington,2318.685,95.10,2318.68,1565.02,64.19,10
47004901,Belle Lake,376.547,44.06,376.55,305.60,35.76,12.3
47005000,Manuella,114.891,39.63,114.89,99.89,34.46,9
47006100,Willie,170.068,88.99,170.07,88.65,46.39,7
47006200,Greenleaf,193.012,80.90,193.01,61.11,25.62,4.8
47006400,Erie,115.681,60.09,115.68,95.06,49.38,11.5
47006800,Stella,300.409,50.37,300.41,246.76,41.38,10
47008200,Dunns,92.007,60.57,92.01,30.50,20.08,5.2
47008800,Richardson,43.934,37.71,43.93,25.79,22.14,7
47009500,Clear,479.659,90.66,479.66,207.09,39.14,7
47009600,Little Mud,25.74,68.88,25.74,21.30,56.99,9
47010200,Round,266.33,100.00,266.33,266.33,100.00,15
47010600,Hoff,138.532,98.80,138.53,138.53,98.80,15
