Permit_number,County_name,Lake_parent_name,k_Lake_ID,App_year,species_code,Pesticide_trade_name,start_date,end_date,treatment_size,LAKE_NAME,LakeAreaAcres,Percentage_15ft_LittoralZone,15ft_LittoralZone_Acres,ObservedLittoralZone_Acres,Percentage_ObservedLittoralZone,Depth_ObservedLittoralZone,TreatmentSize_PercentofLake,TreatmentSize_PercentofLittoral
2021-2453,Crow Wing,Crooked,18004100,2025,EWM,ProcellaCOR EC,9/17/2025,9/17/2025,1.17,Crooked,462.68,50.57,234,50.57,234,15,0.252874557,2.313624679
2021-3343,Scott,Spring,70005400,2022,EWM,ProcellaCOR,8/19/2022,8/19/2022,5.05,Spring,282.826,47.87,282.83,282.83,47.87,15,1.785550126,1.785524874
2021-3343,Scott,Spring,70005400,2022,EWM,ProcellaCOR EC,6/17/2022,6/17/2022,14.05,Spring,282.826,47.87,282.83,282.83,47.87,15,4.967718668,4.967648411
2022-0173,Chisago,Kroon,13001300,2022,EWM,Weedar 64,6/22/2022,6/22/2022,12.94,Kroon,140.317,77.34,140.32,112.56,62.04,8,9.221975954,11.49609097
2022-0173,Chisago,Kroon,13001300,2024,EWM,Weedar 64,6/3/2024,6/3/2024,20.1,Kroon,140.317,77.34,140.32,112.56,62.04,8,14.32470763,17.85714286
2022-0175,Chisago,Chisago,13001200,2022,CLP,Weedar 64,6/22/2022,6/22/2022,11.95,Chisago,943.96,73.57,694.5,73.57,694.5,15,1.265943472,16.24303385
2022-0175,Chisago,Chisago,13001200,2024,EWM,Weedar 64,6/24/2024,6/24/2024,88.8,Chisago,943.96,73.57,694.5,73.57,694.5,15,9.40717827,120.7013728
2022-0176,Rice,Circle,66002700,2022,CLP,Aquathol K,5/18/2022,5/18/2022,17.2,Circle,837.563,88.95,837.56,482.28,51.22,6,2.053576865,3.566392967
2022-0180,Le Sueur,German,40006300,2022,CLP,Aquathol K,5/24/2022,5/24/2022,22.5,German,522.414,65.99,522.41,406.38,51.33,12,4.306928987,5.536689798
2022-0242,Wadena,Blueberry,80003400,2022,CLP,Galleon SC,6/10/2022,6/10/2022,25,Blueberry,532.532,100,532.53,532.53,100,15,4.694553567,4.694571198
2022-0248,Waseca,Clear,81001401,2022,EWM,Sonar A.S.,6/14/2022,7/18/2022,1296,Clear,563.674,86.89,563.67,215.16,33.16,8,229.9201311,602.3424428
2022-0315,Crow Wing,Edward,18030500,2022,CLP,Aquathol K,6/1/2022,6/1/2022,16,Edward,1397.324,54.24,1397.32,1397.32,54.24,15,1.145045816,1.145049094
2022-0318,Washington,Colby,82009400,2022,CLP,Sonar A.S.,10/5/2022,11/2/2022,141.88,Colby,70.94,97.08,68.87,97.08,68.87,15,200,146.1475072
2022-0321,Washington,Markgrafs,82008900,2022,CLP,Tribune,5/11/2023,5/11/2023,6.89,Markgrafs,NA,NA,NA,NA,NA,NA,NA,NA
2022-0322,Washington,Ravine,82008700,2022,CLP,Sonar A.S.,10/5/2022,4/25/2023,81.36,Unnamed,18.626,97.15,18.63,18.63,97.15,15,436.8087619,436.7149758
2022-0338,Douglas,Lobster,21014400,2022,CLP,Tribune,6/15/2022,6/15/2022,6.4,Lobster,1334.25,51.91,692.67,51.91,692.67,15,0.479670227,12.32903102
2022-0338,Douglas,Lobster,21014400,2025,CLP,Diquat Herbicide,5/25/2025,5/25/2025,5.6,Lobster,1334.25,51.91,692.67,51.91,692.67,15,0.419711448,10.78790214
2022-0347,Hennepin,Minnetonka,27013305,2022,CLP,Tribune,6/1/2022,6/1/2022,30.13,Minnetonka-Upper Lake,1699.304,37.59,1699.3,1699.3,37.59,15,1.773078861,1.773083034
2022-0350,Hennepin,Minnetonka,27013302,2022,EWM,Tribune,6/1/2022,6/1/2022,52.3,Minnetonka-Lower Lake,2059.409,32.94,2059.41,2059.41,32.94,15,2.539563535,2.539562302
2022-0385,Hennepin,Staring,27007800,2022,CLP,Sonar A.S.,5/11/2022,6/10/2022,195,Staring,156.217,95.05,156.22,147.75,89.9,12,124.8263633,131.9796954
2022-0400,Anoka,Peltier,2000400,2022,CLP,Diquat Herbicide,5/17/2022,5/17/2022,36.51,Peltier,514.793,85.01,514.79,373.01,61.6,9.9,7.092171028,9.787941342
2022-1398,Rice,French,66003800,2022,EWM,"2,4-D Amine",7/25/2022,7/25/2022,10.97,French,379.026,43.28,379.03,291.71,33.31,12,2.894260552,3.760584142
2022-1832,Faribault,Bass,22007400,2023,CLP,Semera,5/26/2023,5/26/2023,6.67,Bass,152.236,77.04,152.24,86.68,43.87,9,4.381355264,7.694970005
2022-1832,Faribault,Bass,22007400,2025,CLP,FlumigardSC,5/8/2025,5/8/2025,17.3,Bass,152.236,77.04,152.24,86.68,43.87,9,11.36393494,19.95846793
2022-1986,Ramsey,Owasso,62005600,2024,CLP,Sonar A.S.,3/21/2024,8/14/2024,1499.6,Owasso,284.178,76.05,284.18,257.72,68.97,10.5,527.6974291,581.8717989
2022-1986,Ramsey,Owasso,62005600,2025,EWM,Triclopyr 3,8/11/2025,8/11/2025,8.95,Owasso,284.178,76.05,284.18,257.72,68.97,10.5,3.149434509,3.472761136
2022-2614,Crow Wing,Hanks,18004400,2023,EWM,ProcellaCOR EC,10/11/2023,10/11/2023,0.5,Hanks,48.08,29.28,48.08,48.08,29.28,15,1.039933444,1.039933444
2022-2615,Crow Wing,Portage,18005000,2023,EWM,ProcellaCOR EC,10/10/2023,10/10/2023,1.5,Portage,116.206,40.69,116.21,116.21,40.69,15,1.290811146,1.290766715
2023-0167,Meeker,Jennie,47001500,2024,CLP,Aquathol K,5/9/2024,5/9/2024,32.2,Jennie,1064.033,100,1064.03,440.02,41.35,8,3.026221931,7.317849189
2023-0301,Douglas,Andrew,21008500,2024,CLP,Semera,5/8/2024,5/8/2024,39.8,Andrew,322.666,35.14,322.67,345.58,37.63,17,12.33473623,11.51687019
2023-0301,Douglas,Andrew,21008500,2025,CLP,Flumigard,5/22/2025,5/22/2025,32.3,Andrew,322.666,35.14,322.67,345.58,37.63,17,10.01035126,9.346605706
2023-0381,Chisago,Rabour,13007900,2023,EWM,ProcellaCOR EC,7/27/2023,7/27/2023,1.9,Rabour,37.816,73.3,37.82,31.96,61.94,12,5.024328327,5.944931164
2023-0468,Waseca,Clear,81001401,2023,CLP,Aquathol K,5/9/2023,5/9/2023,74.4,Clear,563.674,86.89,563.67,215.16,33.16,8,13.19911864,34.57891801
2023-1190,Chisago,Mandall,13007400,2023,EWM,ProcellaCOR EC,7/24/2023,7/24/2023,0.5,Mandall,33.287,71.11,33.29,23.48,50.15,9,1.502087902,2.129471891
2023-1190,Chisago,Mandall,13007400,2025,EWM,ProcellaCOR EC,7/10/2025,7/10/2025,0.5,Mandall,33.287,71.11,33.29,23.48,50.15,9,1.502087902,2.129471891
2023-2342,Kandiyohi,Long,34006600,2024,SSW,Komeen Descend,8/7/2024,10/1/2024,1.02,Long,154.016,47.62,154.02,213.6,66.04,24,0.662268855,0.47752809
2023-2655,Hubbard,Long,29016100,2024,SSW,Hydrothol 191,8/6/2024,8/6/2024,0.5,Long,698.842,36.28,698.84,698.84,36.28,15,0.07154693,0.071547135
2023-2655,Hubbard,Long,29016100,2024,SSW,Komeen Descend,10/2/2024,6/20/2025,0.75,Long,698.842,36.28,698.84,698.84,36.28,15,0.107320396,0.107320703
2023-2720,Wright,Clearwater,86025200,2024,SSW,Mizzen,7/26/2024,10/10/2024,17.6,Clearwater,3186.88,50.07,1595.6,50.07,1595.6,15,0.552264284,35.1507889
2024-0112,Kandiyohi,Norway,34025100,2025,CLP,FlumigardSC,4/29/2025,4/29/2025,15.6,Norway,2106.345,90.83,2106.35,2149.69,92.7,16,0.740619414,0.725686029
2024-0113,Kandiyohi,Games,34022400,2025,CLP,FlumigardSC,4/29/2025,4/29/2025,28.3,Games,247.819,47.56,247.82,267.21,51.28,16,11.41962481,10.590921
2024-0169,Hennepin,Holiday,27009000,2025,CLP,Galleon SC,4/30/2025,4/30/2025,4.2,Holiday,NA,NA,NA,NA,NA,NA,NA,NA
2025-0025,Becker,Island,3015300,2025,CLP,FlumigardSC,5/7/2025,5/7/2025,6.85,Island,482.53,40.91,482.53,422.26,35.8,12,1.419600854,1.622223275
2025-0088,Douglas,Cowdry,NA,2025,CLP,FlumigardSC,5/22/2025,5/22/2025,8.4,Teal,NA,NA,NA,NA,NA,NA,NA,NA
2025-0088,Douglas,Cowdry,NA,2025,CLP,FlumigardSC,5/22/2025,5/22/2025,8.4,Townline,NA,NA,NA,NA,NA,NA,NA,NA
2025-0951,Crow Wing,Middle Cullen,18037700,2025,SSW,Komeen Descend,6/9/2025,6/9/2025,3,Middle Cullen,137.492,34.66,137.49,137.49,34.66,15,2.181945131,2.181976871
2025-1273,Sherburne,Thompson,71009600,2025,CLP,Tribune,5/9/2025,5/9/2025,5.09,Thompson,55.358,65.63,55.36,55.36,65.63,15,9.19469634,9.194364162
2025-1371,Le Sueur,Gorman,40003200,2025,CLP,Aquathol K,5/2/2025,5/2/2025,36.2,Gorman,521.104,100,521.1,102.45,19.66,4,6.946789892,35.33430942
2025-2868,Dakota,Byllesby,19000600,2025,FR,Tribune,8/26/2025,8/26/2025,2,Byllesby,935.968,67.68,935.97,935.97,67.68,15,0.213682519,0.213682062
NA,Aitkin,Cedar,1020900,2024,CLP,Semera,4/29/2024,4/29/2024,0.7,Cedar,1725.8,23.47,405,23.47,405,15,0.040560899,2.98253089
NA,Anoka,George,2009100,2020,EWM,Dibrox,5/11/2020,5/11/2020,51.4,George,383.264,78.66,383.26,383.26,78.66,15,13.41112132,13.41126128
NA,Anoka,George,2009100,2022,CLP,Tribune,5/31/2023,NA,39.81,George,383.264,78.66,383.26,383.26,78.66,15,10.3870961,10.38720451
NA,Anoka,George,2009100,2022,EWM,Tribune,5/31/2023,NA,39.81,George,383.264,78.66,383.26,383.26,78.66,15,10.3870961,10.38720451
NA,Anoka,George,2009100,2024,CLP,Dibrox,5/20/2024,5/20/2024,37.1,George,383.264,78.66,383.26,383.26,78.66,15,9.680011689,9.680112717
NA,Anoka,Rice,2000800,2022,CLP,Tribune,5/8/2023,5/8/2023,36,Rice,371.217,100,371.22,371.22,100,15,9.697831726,9.697753354
NA,Anoka,Rice,2000800,2024,CLP,Dibrox,4/9/2024,4/9/2024,13.5,Rice,371.217,100,371.22,371.22,100,15,3.636686897,3.636657508
NA,Becker,Melissa,3047500,2023,CLP,Semera,5/20/2024,5/20/2024,11.3,Melissa,899.472,48.59,899.47,1192.62,64.43,22,1.256292581,0.947493753
NA,Becker,Sallie,3035900,2024,CLP,Semera,5/20/2024,5/20/2024,26.2,Sallie,576.81,45.32,576.81,737.81,57.96,21,4.542223609,3.551049728
NA,Becker,Toad,3010700,2024,CLP,Diquat Herbicide,5/29/2024,5/29/2024,74.4,Toad,557.907,32.75,557.91,733.76,43.07,20,13.33555593,10.13955517
NA,Becker,Upper Cormorant,3058800,2024,CLP,Semera,5/23/2024,5/23/2024,20.1,Upper Cormorant,522.844,55.51,522.84,894.77,95,22,3.844358929,2.24638734
NA,Blue Earth,Duck,7005300,2020,CLP,Dibrox,5/6/2020,5/6/2020,16.5,Duck,247.129,85.1,247.13,147.19,50.68,10,6.676674935,11.21000068
NA,Carver,Lotus,10000600,2024,CLP,Sonar A.S.,4/29/2024,4/29/2024,245,Lotus,182.41,74.38,182.41,69.45,28.32,5,134.3128118,352.7717783
NA,Carver,Lotus,10000600,2024,EWM,Sonar A.S.,4/29/2024,4/29/2024,245,Lotus,182.41,74.38,182.41,69.45,28.32,5,134.3128118,352.7717783
NA,Carver,Minnewashta,10000900,2024,CLP,Dibrox,4/10/2024,4/10/2024,42.3,Minnewashta,337.891,50.21,337.89,330.74,49.15,14,12.51883004,12.78950233
NA,Carver,Minnewashta,10000900,2024,EWM,Dibrox,4/10/2024,4/10/2024,42.3,Minnewashta,337.891,50.21,337.89,330.74,49.15,14,12.51883004,12.78950233
NA,Chisago,Comfort,13005300,2022,EWM,Sonar A.S.,9/20/2022,NA,218,Comfort,88.031,40.41,88.03,53.41,24.52,7,247.6400359,408.1632653
NA,Chisago,Green,13004100,2021,CLP,Aquathol K,5/11/2021,5/11/2021,42.11,Green,1809.49,67.86,1228,67.86,1228,15,2.32717506,62.0542293
NA,Chisago,Green,13004100,2021,EWM,Aquathol K,5/11/2021,5/11/2021,42.11,Green,1809.49,67.86,1228,67.86,1228,15,2.32717506,62.0542293
NA,Chisago,Mandall,13007400,2024,EWM,ProcellaCOR EC,7/26/2024,7/26/2024,0.5,Mandall,33.287,71.11,33.29,23.48,50.15,9,1.502087902,2.129471891
NA,Chisago,North Center,13003200,2024,CLP,Aquathol K,4/24/2024,4/24/2024,21.25,North Center,NA,NA,NA,NA,NA,NA,NA,NA
NA,Chisago,North Center,13003200,2024,EWM,Aquathol K,4/24/2024,4/24/2024,21.25,North Center,NA,NA,NA,NA,NA,NA,NA,NA
NA,Chisago,Rush,13006901,2022,CLP,Semera,5/31/2023,5/31/2023,37.95,East Rush,1136.436,76.56,1136.44,722.01,48.64,8,3.339387348,5.256159887
NA,Chisago,Rush,13006902,2023,CLP,ProcellaCOR EC,8/9/2023,8/9/2023,6.05,West Rush,902.792,54.96,902.79,692,42.13,10,0.670143289,0.874277457
NA,Chisago,Rush,13006902,2023,CLP,Semera,5/31/2023,5/31/2023,32.68,West Rush,902.792,54.96,902.79,692,42.13,10,3.619881434,4.722543353
NA,Chisago,Rush,13006902,2023,EWM,ProcellaCOR EC,8/9/2023,8/9/2023,6.05,West Rush,902.792,54.96,902.79,692,42.13,10,0.670143289,0.874277457
NA,Chisago,Rush,13006902,2023,EWM,Semera,5/31/2023,5/31/2023,32.68,West Rush,902.792,54.96,902.79,692,42.13,10,3.619881434,4.722543353
NA,Crow Wing,Bay,18003400,2020,EWM,Diquat Herbicide,6/22/2020,6/22/2020,4.86,Bay,878.981,37.89,878.98,1019.35,43.94,19,0.552912975,0.476774415
NA,Crow Wing,Crow Wing,18015500,2021,CLP,Aquathol K,5/18/2021,5/18/2021,16.4,Crow Wing,202.023,54.14,202.02,152.86,40.97,12,8.117887567,10.72877142
NA,Crow Wing,Crow Wing,18015500,2022,CLP,Aquathol K,5/15/2023,5/15/2023,19.9,Crow Wing,202.023,54.14,202.02,152.86,40.97,12,9.850363572,13.01844825
NA,Crow Wing,Crow Wing,18015500,2024,CLP,Aquathol K,5/8/2024,5/8/2024,24,Crow Wing,202.023,54.14,202.02,152.86,40.97,12,11.87983546,15.70064111
NA,Crow Wing,Mary,18018500,2024,EWM,ProcellaCOR EC,10/3/2024,10/3/2024,1.2,Mary,139.415,34.94,139.41,99.9,25.03,10,0.860739519,1.201201201
NA,Crow Wing,Mayo,18040800,2022,CLP,Aquathol K,5/23/2023,5/23/2023,3.7,Mayo,156.391,94.55,156.39,146.76,88.73,12,2.365865043,2.521122922
NA,Crow Wing,Ruth,18021200,2024,EWM,ProcellaCOR EC,9/23/2024,9/23/2024,8.9,Ruth,207.076,34.56,207.08,260.02,43.4,20,4.297938921,3.42281363
NA,Crow Wing,South Long,18013600,2022,CLP,Aquathol K,5/16/2023,5/16/2023,41.93,South Long,451.446,34.79,451.45,312.38,24.07,10,9.287932555,13.42275434
NA,Crow Wing,White Sand,18037900,2024,EWM,ProcellaCOR EC,7/19/2024,7/19/2024,14,White Sand,282.539,68.92,282.54,282.54,68.92,15,4.95506815,4.955050612
NA,Douglas,Darling,21008000,2020,CLP,Aquathol K,5/13/2020,5/13/2020,5,Darling,553.886,52.75,553.89,553.89,52.75,15,0.902712833,0.902706314
NA,Douglas,Mary,21009200,2024,CLP,Aquathol K,5/14/2024,5/14/2024,32,Mary,1096.448,44.75,1096.45,1943.19,79.3,22,2.91851506,1.646776692
NA,Hennepin,Hadley,27010900,2023,CLP,Sonar A.S.,4/25/2023,4/3/2024,74,Hadley,NA,NA,NA,NA,NA,NA,NA,NA
NA,Hennepin,Minnetonka,27013300,2024,FR,Tribune,8/20/2024,6/23/2025,37.86,Minnetonka,6032.044,36.61,6032.04,6032.04,36.61,15,0.627647942,0.627648358
NA,Hennepin,Minnetonka,27013312,2024,CLP,Tribune,5/28/2024,5/28/2024,16.68,Minnetonka-Stubbs Bay,111.495,55.95,111.49,111.49,55.95,15,14.96031212,14.96098305
NA,Hennepin,Minnetonka,27013312,2024,EWM,Tribune,5/28/2024,5/28/2024,16.68,Minnetonka-Stubbs Bay,111.495,55.95,111.49,111.49,55.95,15,14.96031212,14.96098305
NA,Hennepin,Minnetonka,27013314,2023,CLP,Tribune,4/30/2024,4/30/2024,42.5,Minnetonka-West Arm,537.829,65.33,537.83,537.83,65.33,15,7.902139899,7.902125207
NA,Hennepin,Minnetonka,27013314,2023,EWM,Tribune,4/30/2024,4/30/2024,42.5,Minnetonka-West Arm,537.829,65.33,537.83,537.83,65.33,15,7.902139899,7.902125207
NA,Hennepin,Mitchell,27007000,2024,CLP,FlumigardSC,5/1/2024,5/1/2024,13.9,Mitchell,110.617,97.1,110.62,110.62,97.1,15,12.56588047,12.56553969
NA,Hennepin,Sarah,27019101,2023,CLP,Tribune,6/23/2023,5/8/2024,22.9,West Sarah,242.6,67.83,242.6,242.6,67.83,15,9.43940643,9.43940643
NA,Hennepin,Sarah,27019101,2023,EWM,Tribune,6/23/2023,5/8/2024,22.9,West Sarah,242.6,67.83,242.6,242.6,67.83,15,9.43940643,9.43940643
NA,Hennepin,Schmidt,27010200,2022,EWM,Sonar A.S.,8/30/2022,NA,0,Schmidt,41.24,92.34,41.24,41.24,92.34,15,0,0
NA,Hennepin,Twin,27004203,2021,CLP,Aquathol K,5/10/2021,5/10/2021,11.84,Lower Twin,26.604,81.12,26.6,26.6,81.12,15,44.50458578,44.5112782
NA,Hennepin,Weaver,27011700,2022,CLP,Semera,5/31/2023,5/31/2023,8.77,Weaver,73.243,48.16,73.24,66.34,43.62,11,11.9738405,13.21977691
NA,Isanti,Fannie,30004300,2021,EWM,Aquathol K,5/7/2021,5/7/2021,27.9,Fannie,268.229,77.31,268.23,227.86,65.68,10,10.40155986,12.24436057
NA,Isanti,Fannie,30004300,2022,CLP,Aquathol K,5/26/2023,5/26/2023,12.28,Fannie,268.229,77.31,268.23,227.86,65.68,10,4.578177602,5.389274116
NA,Isanti,Fannie,30004300,2022,CLP,Tribune,8/18/2022,8/18/2022,6.6,Fannie,268.229,77.31,268.23,227.86,65.68,10,2.460584053,2.896515404
NA,Isanti,Fannie,30004300,2022,EWM,Aquathol K,5/26/2023,5/26/2023,12.28,Fannie,268.229,77.31,268.23,227.86,65.68,10,4.578177602,5.389274116
NA,Isanti,Fannie,30004300,2022,EWM,Tribune,8/18/2022,8/18/2022,6.6,Fannie,268.229,77.31,268.23,227.86,65.68,10,2.460584053,2.896515404
NA,Isanti,Florence,30003500,2021,CLP,Dibrox,5/6/2021,5/6/2021,15.6,Florence,120.203,88.59,120.2,120.2,88.59,15,12.97804547,12.97836938
NA,Isanti,Florence,30003500,2022,CLP,Tribune,5/22/2023,5/22/2023,0,Florence,120.203,88.59,120.2,120.2,88.59,15,0,0
NA,Isanti,Francis,30008000,2021,CLP,Aquathol K,5/5/2021,5/5/2021,13.02,Francis,270.419,99.85,270.42,24.52,9.05,2,4.814750443,53.0995106
NA,Isanti,Francis,30008000,2022,CLP,Aquathol K,5/15/2023,5/15/2023,39.7,Francis,270.419,99.85,270.42,24.52,9.05,2,14.68092109,161.908646
NA,Isanti,Skogman,30002200,2024,CLP,Dibrox,4/29/2024,4/29/2024,10,Skogman,129.77,58.78,129.77,96.09,43.52,9.1,7.705941281,10.40691019
NA,Isanti,Skogman,30002200,2024,EWM,Dibrox,4/29/2024,4/29/2024,10,Skogman,129.77,58.78,129.77,96.09,43.52,9.1,7.705941281,10.40691019
NA,Kanabec,Knife,33002800,2022,CLP,Aquathol K,5/23/2023,5/23/2023,50.3,Knife,1259.215,100,1259.21,177.06,14.06,5,3.994552161,28.40844911
NA,Le Sueur,Frances,40005700,2021,EWM,ProcellaCOR,8/25/2021,8/25/2021,3.08,Frances,568.074,65.11,568.07,484.78,55.56,12,0.542182885,0.635339742
NA,Le Sueur,Jefferson,40009204,2022,CLP,Aquathol K,5/9/2023,5/9/2023,18.69,Middle Jefferson,654.932,98.6,654.93,216.66,32.62,4,2.85373138,8.626419274
NA,Le Sueur,Tetonka,40003100,2024,CLP,FlumigardSC,5/9/2024,5/9/2024,60,Tetonka,551.224,40.63,551.22,421.08,31.04,10,10.88486713,14.24907381
NA,Le Sueur,Tetonka,40003100,2024,EWM,FlumigardSC,5/9/2024,5/9/2024,60,Tetonka,551.224,40.63,551.22,421.08,31.04,10,10.88486713,14.24907381
NA,Le Sueur,Upper Sakatah,40000200,2022,CLP,Aquathol K,5/21/2023,5/21/2023,19.1,Upper Sakatah,899.567,99.79,899.57,417.21,46.28,6,2.123243738,4.578030249
NA,Lincoln,Benton,41004300,2020,CLP,Sonar A.S.,4/23/2020,4/23/2020,1034,Benton,2649.413,100,2649.41,279.36,10.54,5,39.02751289,370.1317297
NA,McLeod,Winsted,43001200,2022,CLP,Aquathol K,5/10/2022,5/10/2022,12.8,Winsted,382.443,100,382.44,65.07,17.01,3,3.346903983,19.67112341
NA,Meeker,Erie,47006400,2022,EWM,ProcellaCOR EC,6/29/2023,6/29/2023,6.7,Erie,115.681,60.09,115.68,95.06,49.38,11.5,5.79178949,7.048180097
NA,Meeker,Minnie-Belle,47011900,2021,CLP,ProcellaCOR,7/13/2021,7/13/2021,19,Minnie-Belle,175.764,30.43,175.76,216.58,37.5,20,10.80994971,8.772739865
NA,Meeker,Minnie-Belle,47011900,2021,EWM,ProcellaCOR,7/13/2021,7/13/2021,19,Minnie-Belle,175.764,30.43,175.76,216.58,37.5,20,10.80994971,8.772739865
NA,Morrison,Long,49001500,2022,CLP,Semera,5/15/2023,5/15/2023,2.5,Long,68.593,54.32,68.59,66.38,52.57,14,3.644686776,3.766194637
NA,Morrison,Long,49001500,2024,CLP,FlumigardSC,4/29/2024,5/6/2025,2.8,Long,68.593,54.32,68.59,66.38,52.57,14,4.082049189,4.218137993
NA,Morrison,Pierz,49002400,2024,CLP,Semera,4/29/2024,4/29/2024,7.3,Pierz,79.732,43.17,79.73,79.73,43.17,15,9.1556715,9.155901166
NA,Otter Tail,Lida,56074702,2021,CLP,Aquathol K,6/3/2021,6/3/2021,13,South Lida,321.033,41.37,321.03,371.44,47.87,17,4.04942794,3.499892311
NA,Otter Tail,Long,56078400,2024,CLP,Aquathol K,5/5/2024,5/5/2024,3.1,Long,287.04,37.89,287.04,287.04,37.89,15,1.079988852,1.079988852
NA,Otter Tail,Long,56078400,2024,CLP,Propeller,5/5/2024,5/5/2024,3.4,Long,287.04,37.89,287.04,287.04,37.89,15,1.184503902,1.184503902
NA,Pine,Sand,58008100,2022,EWM,ProcellaCOR EC,6/21/2023,6/21/2023,8.88,Sand,234.851,45.49,234.85,204.47,39.61,12,3.781120796,4.342935394
NA,Pine,Sand,58008100,2024,EWM,ProcellaCOR EC,9/18/2024,9/18/2024,2.04,Sand,234.851,45.49,234.85,204.47,39.61,12,0.868635858,0.997701374
NA,Pine,Sturgeon,58006700,2022,EWM,ProcellaCOR EC,6/21/2023,6/21/2023,14.7,Sturgeon,727.335,42.64,727.33,727.33,42.64,15,2.021076945,2.021090839
NA,Polk,Union,60021700,2024,EWM,Platoon,9/11/2024,9/11/2024,163.35,Union,376.241,47.07,376.24,395.77,49.51,16,43.41632092,41.27397226
NA,Pope,Minnewaska,61013000,2024,EWM,"2,4-D Amine",7/17/2024,7/17/2024,6.3,Minnewaska,3290.836,40.88,3290.84,3290.84,40.88,15,0.191440716,0.191440483
NA,Pope,Minnewaska,61013000,2024,EWM,Cutrine-Plus,7/15/2024,7/15/2024,1.7,Minnewaska,3290.836,40.88,3290.84,3290.84,40.88,15,0.051658606,0.051658543
NA,Pope,Minnewaska,61013000,2024,EWM,ProcellaCOR EC,7/17/2024,7/17/2024,2.1,Minnewaska,3290.836,40.88,3290.84,3290.84,40.88,15,0.063813572,0.063813494
NA,Pope,Minnewaska,61013000,2024,SSW,"2,4-D Amine",7/17/2024,7/17/2024,6.3,Minnewaska,3290.836,40.88,3290.84,3290.84,40.88,15,0.191440716,0.191440483
NA,Pope,Minnewaska,61013000,2024,SSW,Cutrine-Plus,7/15/2024,7/15/2024,1.7,Minnewaska,3290.836,40.88,3290.84,3290.84,40.88,15,0.051658606,0.051658543
NA,Pope,Minnewaska,61013000,2024,SSW,ProcellaCOR EC,7/17/2024,7/17/2024,2.1,Minnewaska,3290.836,40.88,3290.84,3290.84,40.88,15,0.063813572,0.063813494
NA,Ramsey,Josephine,62005700,2020,CLP,Sonar A.S.,4/30/2020,7/24/2020,351,Josephine,78.88,69.36,78.88,75.84,66.68,14,444.979716,462.8164557
NA,Ramsey,Keller,62001002,2022,CLP,Tribune,6/6/2023,6/6/2023,5.9,Keller (main bay),73.316,95.55,73.32,73.32,95.55,15,8.047356648,8.046917621
NA,Ramsey,Kohlman,62000600,2022,CLP,Tribune,6/6/2023,6/6/2023,8,Kohlman,82.899,100,82.9,44.19,53.3,4,9.65029735,18.10364336
NA,Ramsey,Silver,62008300,2022,CLP,Dibrox,6/21/2023,6/21/2023,9.42,Silver (West),63.259,85.11,63.26,63.26,85.11,15,14.89116173,14.89092634
NA,Renville,Preston,65000200,2024,CLP,Flumigard,5/13/2024,5/13/2024,31.9,Preston,660.847,99.49,660.85,82.04,12.35,4,4.827138506,38.88347148
NA,Renville,Preston,65000200,2024,EWM,Flumigard,5/13/2024,5/13/2024,31.9,Preston,660.847,99.49,660.85,82.04,12.35,4,4.827138506,38.88347148
NA,Rice,Cedar,66005200,2020,CLP,Aquathol K,5/11/2020,5/12/2020,18.8,Cedar,667.272,75.35,667.27,238.02,26.88,4,2.817441763,7.898495925
NA,Rice,Circle,66002700,2022,CLP,FlumigardSC,5/16/2023,5/16/2023,29.2,Circle,837.563,88.95,837.56,482.28,51.22,6,3.486304911,6.054574106
NA,Rice,Circle,66002700,2022,EWM,FlumigardSC,5/16/2023,5/16/2023,29.2,Circle,837.563,88.95,837.56,482.28,51.22,6,3.486304911,6.054574106
NA,Rice,French,66003800,2022,CLP,ProcellaCOR,6/22/2023,6/22/2023,11,French,379.026,43.28,379.03,291.71,33.31,12,2.902175576,3.770868328
NA,Rice,French,66003800,2022,EWM,ProcellaCOR,6/22/2023,6/22/2023,11,French,379.026,43.28,379.03,291.71,33.31,12,2.902175576,3.770868328
NA,Scott,Cedar,70009100,2022,CLP,Sonar A.S.,6/7/2023,NA,793,Cedar,792.503,100,792.5,792.5,100,12.5,100.0627127,100.0630915
NA,Scott,Cleary,70002200,2021,CLP,Sonar A.S.,4/28/2021,4/28/2021,145,Cleary,144.743,99.02,144.74,130.59,89.34,7,100.1775561,111.0345356
NA,Scott,Cleary,70002200,2022,CLP,Sonar A.S.,5/11/2022,5/11/2022,144.75,Cleary,144.743,99.02,144.74,130.59,89.34,7,100.0048362,110.8430967
NA,Scott,Lower Prior,70002600,2022,CLP,Tribune,6/19/2023,6/19/2023,18.41,Lower Prior,589.705,60.03,589.7,589.7,60.03,15,3.121899933,3.121926403
NA,Scott,Lower Prior,70002600,2022,EWM,Tribune,6/19/2023,6/19/2023,18.41,Lower Prior,589.705,60.03,589.7,589.7,60.03,15,3.121899933,3.121926403
NA,Scott,O'Dowd,70009500,2024,CLP,FlumigardSC,5/15/2024,5/15/2024,40.43,O'Dowd,273.579,87.11,273.58,161.28,51.35,6,14.77818107,25.06820437
NA,Scott,Spring,70005400,2024,CLP,Tribune,4/30/2025,4/30/2025,16.87,Spring,282.826,47.87,282.83,282.83,47.87,15,5.964798144,5.964713786
